timestamp,AOT_Merged,AOT_Pure,AOT_Merged_uncertainty,AOT_Pure_uncertainty,AE_Merged,AE_Pure,QA_flag_Merged,QA_flag_Pure,AOT_L2_Mean,AOT_L2_SDV,AOT_L2_Num,AE_L2_Mean,AE_L2_SDV,AE_L2_Num
2025-03-10 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-10 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-10 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-10 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-10 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-10 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-10 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-10 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-10 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-10 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-10 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-11 08:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-11 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-11 10:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-11 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-11 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-11 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-11 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-11 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-11 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-11 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-11 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 20:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-11 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-11 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-12 00:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-12 01:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 02:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 03:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-12 04:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 05:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 06:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 10:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-12 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 18:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 19:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 20:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-12 22:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-12 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 00:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-13 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-13 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 10:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-13 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-13 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 21:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-13 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-13 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-14 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-14 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-14 10:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-14 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-14 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-14 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-14 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-14 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-14 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-14 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-14 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-14 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-15 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-15 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-15 02:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-15 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-15 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-15 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-15 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-15 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-15 08:00:00,,,,,,,2553.0,2552.0,0.634,0.0,1.0,0.9958999,0.0,1.0
2025-03-15 09:00:00,,,,,,,509.0,509.0,0.6774,0.0,1.0,0.9907,0.0,1.0
2025-03-15 10:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-15 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-15 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-15 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-15 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-15 15:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-15 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-15 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-15 18:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-15 19:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-15 20:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-15 21:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-15 22:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-15 23:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-16 00:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-16 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-16 02:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-16 03:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-16 04:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-16 05:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-16 06:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-16 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-16 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-16 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-16 10:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-16 11:00:00,,,,,,,509.0,509.0,1.2126,0.0206,2.0,1.0468,0.0013999939,2.0
2025-03-16 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-16 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-16 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-16 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-16 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-16 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-16 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-16 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-16 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-16 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-16 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-16 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 00:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-17 01:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-17 02:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-17 03:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-17 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 07:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-17 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 10:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-17 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-17 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-17 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 02:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-18 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 04:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-18 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 06:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-18 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-18 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-18 09:00:00,,,,,,,509.0,509.0,1.1938,0.20719999,3.0,1.1499,0.004400015,3.0
2025-03-18 10:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-18 11:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-18 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-18 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-18 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-18 15:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-18 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-18 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-18 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-18 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-19 00:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-19 01:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-19 02:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-19 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-19 04:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-19 05:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-19 06:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-19 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-19 08:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-19 09:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-19 10:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-19 11:00:00,,,,,,,509.0,509.0,1.6718,0.0,1.0,1.0188,0.0,1.0
2025-03-19 12:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-19 13:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-19 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-19 15:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-19 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-19 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-19 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-19 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-19 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-19 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-19 22:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-19 23:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-20 00:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-20 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-20 02:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-20 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-20 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-20 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-20 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-20 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-20 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-20 09:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-20 10:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-20 11:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-20 12:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-20 13:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-20 14:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-20 15:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-20 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-20 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-20 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-20 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-20 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-20 21:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-20 22:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-20 23:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-21 00:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-21 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-21 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-21 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-21 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-21 05:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-21 06:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-21 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-21 08:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-21 09:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-21 10:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-21 11:00:00,,,,,,,249.0,249.0,1.0432,0.0047999998,2.0,1.1869999,0.0009999871,2.0
2025-03-21 12:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-21 13:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-21 14:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-21 15:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-21 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-21 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-21 18:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-21 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-21 20:00:00,,,,,,,1529.0,1529.0,,,0.0,,,0.0
2025-03-21 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-21 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-21 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-22 08:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-22 09:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-22 10:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-22 11:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-22 12:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-22 13:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-22 14:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-22 15:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-22 16:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-22 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-22 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-22 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-23 08:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-23 09:00:00,,,,,,,505.0,504.0,1.058,0.1954,4.0,1.2308999,0.00879997,4.0
2025-03-23 10:00:00,,,,,,,509.0,509.0,1.3357999,0.0039999997,2.0,1.2227,0.0,2.0
2025-03-23 11:00:00,,,,,,,249.0,249.0,0.9942,0.033999998,5.0,1.1874,0.0076000094,5.0
2025-03-23 12:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-23 13:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-23 14:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-23 15:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-23 16:00:00,,,,,,,509.0,509.0,0.4348,0.257,5.0,1.1906999,0.015599966,5.0
2025-03-23 17:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-23 18:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 19:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 20:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 21:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 22:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-23 23:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-24 00:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-24 01:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-24 02:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-24 03:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-24 04:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-24 05:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-24 06:00:00,,,,,,,1273.0,1273.0,,,0.0,,,0.0
2025-03-24 07:00:00,,,,,,,1533.0,1533.0,,,0.0,,,0.0
2025-03-24 08:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
2025-03-24 09:00:00,,,,,,,2297.0,2296.0,1.2278,0.0,1.0,1.1661999,0.0,1.0
2025-03-24 10:00:00,,,,,,,2297.0,2296.0,1.2955999,0.1292,6.0,1.1671,0.003099978,6.0
2025-03-24 11:00:00,,,,,,,249.0,249.0,1.625,0.0234,5.0,1.1516999,0.00879997,5.0
2025-03-24 12:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-24 13:00:00,,,,,,,249.0,249.0,,,0.0,,,0.0
2025-03-24 14:00:00,,,,,,,509.0,509.0,,,0.0,,,0.0
2025-03-24 15:00:00,,,,,,,505.0,505.0,,,0.0,,,0.0
